,static_text,log_level,project,log_level_encoded
6798,"Error creating test plan from cURL command:*, error:*",error,JMeter,0
6799,Error creating test plan from cURL command list:*,error,JMeter,0
6800,Parsed CURL command * into *,info,JMeter,1
6801,"Error creating test plan from line * of file, command:*, error:*",error,JMeter,0
6802,"Error creating test plan from cURL command:*, error:*",error,JMeter,0
6804,"RegExUserParameters element: * => Referenced RegExp was not found, no parameter will be changed",info,JMeter,1
6806,Can't apply HTML Link Parser when the previous sampler run is not an HTTP Request.,info,JMeter,1
6811,Problem adding Argument,error,JMeter,0
6830,UTF-8 encoding not supported!,error,JMeter,0
6842,userAgent is null,info,JMeter,1
6844,Created *,info,JMeter,1
6867,Exception registering * with implementation:*,error,JMeter,0
6868,Exception finding implementations of *,error,JMeter,0
6869,Could not initialise key store,error,JMeter,0
6870,Could not initialise key store,error,JMeter,0
6871,Could not create HTTP(S) Test Script Recorder Proxy daemon,error,JMeter,0
6874,"Error filling url on authorization, message: *",error,JMeter,0
6875,"Error parsing BASIC Auth authorization header:'*', decoded value:'*'",error,JMeter,0
6876,Problem reading root CA from keystore,error,JMeter,0
6882,Failed to add Authorization Manager to target node: *,error,JMeter,0
6883,Program error adding timers,error,JMeter,0
6884,Program error: test script recording target not found.,error,JMeter,0
6886,Add sample * into controller *,info,JMeter,1
6887,Error placing sampler,error,JMeter,0
6888,Error placing sampler,error,JMeter,0
6889,Cannot add element that lacks the * property as testElement: *TestElement.gui_class,error,JMeter,0
6892,HTTP(S) Test Script Recorder will use the keystore '*' with the alias: '*',info,JMeter,1
6893,Could not find key with alias *,error,JMeter,0
6894,Could not open keystore or certificate is not valid * *,error,JMeter,0
6895,Valid alias found for *,info,JMeter,1
6901,"Creating HTTP(S) Test Script Recorder Root CA in *, ensure you install certificate in your Browser for recording",info,JMeter,1
6902,Created keystore in *,info,JMeter,1
6903,Creating entry * in *,info,JMeter,1
6905,* Creating entry * in *,info,JMeter,1
6907,Generating standard keypair in *,info,JMeter,1
6911,Creating Daemon Socket on port: *,info,JMeter,1
6912,Test Script Recorder up and running!,info,JMeter,1
6913,HTTP(S) Test Script Recorder stopped,info,JMeter,1
6920,"In SSL request, unable to find host and port in CONNECT request: *",error,JMeter,0
6926,* Not implemented (probably used https),error,JMeter,0
6927,* Exception when processing sample,error,JMeter,0
6929,* Failed to close client socket,error,JMeter,0
6930,"* No keystore available, cannot record SSL",error,JMeter,0
6931,* Problem with keystore,error,JMeter,0
6933,* KeyStore for SSL loaded OK and put host '*' in map with key (*),info,JMeter,1
6934,* Problem with SSL certificate,error,JMeter,0
6935,* Problem with keystore,error,JMeter,0
6937,* Error in SSL socket negotiation: ,error,JMeter,0
6940,$$$Empty Message$$$,error,JMeter,0
6954,"Error escaping URL:' | ', message:",error,JMeter,0
6989,Parser for * is *,info,JMeter,1
6990,"Error escaping URL:'*', message:*",error,JMeter,0
6991,No user agent extracted from requestHeaders:*,info,JMeter,1
6996,Should not happen - could not find MD5 digest,error,JMeter,0
6999,Trying httpclient parameters from ,info,JMeter,1
7000," httpclient parameters does not exist, trying ",info,JMeter,1
7001,Cannot read parameters file for HttpClient: ,error,JMeter,0
7002,Reading httpclient parameters from ,info,JMeter,1
7003,Defining  |  as  |  ( | ),info,JMeter,1
7005,Defining  |  as ,info,JMeter,1
7006,Error in property:  | = |  ,error,JMeter,0
7007,Problem loading properties ,error,JMeter,0
7014,Get creds for *,info,JMeter,1
7029,Can't execute httpRequest with subject: *,error,JMeter,0
7041,"Content-Length: 0, not reading http-body",info,JMeter,1
7042,readResponse: *,error,JMeter,0
7043,Cause: *,error,JMeter,0
7044,"Error Response Code: *, Server sent no Errorpage",info,JMeter,1
7045,Error Response Code: *,info,JMeter,1
7046,readResponse: *,error,JMeter,0
7047,Cause: *,error,JMeter,0
7049,"Can't connect after * retries, message: *",error,JMeter,0
7058,Creating ResourcesDownloader with keepalive_inseconds : *,info,JMeter,1
7063,Stopping current thread,info,JMeter,1
7065,No log file specified,error,JMeter,0
7066,$$$Empty Message$$$,error,JMeter,0
7069,Setting up HTTPS TrustAll Socket Factory,info,JMeter,1
7072,* encoding not supported!,error,JMeter,0
7073,Problem creating samples,error,JMeter,0
7074,Error reading log file,error,JMeter,0
7075,Problem with pattern: ,error,JMeter,0
7076,SessionFilter wait interrupted,info,JMeter,1
7077,$$$Empty Message$$$,error,JMeter,0
7078,Problem creating samples,error,JMeter,0
7079,Error reading log file,error,JMeter,0
7089,Error getting argument list for ,error,JMeter,0
7090,"Error creating class:' | ' in JavaSampler  | , check for a missing jar in your jmeter 'search_paths' and 'plugin_dependency_paths' properties",error,JMeter,0
7091,"Problem in JSR223 script *, message: *",error,JMeter,0
7092,BeanShell Jar missing? *,error,JMeter,0
7102,Created class: *. Uses tearDownTest: ,info,JMeter,1
7103,*	Exception initialising: ,error,JMeter,0
7106,*	Exception creating: *,error,JMeter,0
7111,Error closing pool: *,error,JMeter,0
7113,Error closing pool:*,error,JMeter,0
7114,JDBC data source already defined for: *,error,JMeter,0
7115,$$$Empty Message$$$,error,JMeter,0
7120,Error preinitializing the connection pool: *@*,error,JMeter,0
7123,Could not set transaction isolation: *@*,error,JMeter,0
7129,Error during close: ,error,JMeter,0
7130,Error during close: ,error,JMeter,0
7131,Error during close: ,error,JMeter,0
7132,Error during close: ,error,JMeter,0
7142,authentication properties set,info,JMeter,1
7143,$$$Empty Message$$$,error,JMeter,0
7144,InitialContextFactory.close() called and Context instances cleaned up,info,JMeter,1
7153,$$$Empty Message$$$,error,JMeter,0
7154,Could not initialise client,error,JMeter,0
7164,Error browsing queue * with selector * and configured timeout *,error,JMeter,0
7165,Error extracting content from message,error,JMeter,0
7166,Error browsing messages on the queue *,error,JMeter,0
7167,Error clearing queue *,error,JMeter,0
7168,$$$Empty Message$$$,error,JMeter,0
7172,$$$Empty Message$$$,error,JMeter,0
7188,Error closing executor *,error,JMeter,0
7190,Error closing sender,error,JMeter,0
7191,Error closing receiver,error,JMeter,0
7192,Error deleting tempQueue *,error,JMeter,0
7207,creating receiver WITH authorisation credentials. UseResMsgId=*,info,JMeter,1
7208,creating receiver without authorisation credentials. UseResMsgId=*,info,JMeter,1
7211,Receiver - ctor. Connection to messaging system established,info,JMeter,1
7213,Error handling receive,error,JMeter,0
7226,"Exception checking for keytool existence, will return false, try another way.",info,JMeter,1
7228,Command was interrupted\n,error,JMeter,0
7229,"Timeout reached while checking for keytool existence, will return false, try another way.",info,JMeter,1
7231,Applying font scale factor: *,info,JMeter,1
7237,Cannot create instance of class *,error,JMeter,0
7240,$$$Empty Message$$$,error,JMeter,0
7241,Failed to getText,error,JMeter,0
7244,$$$Empty Message$$$,info,JMeter,1
7245,$$$Empty Message$$$,info,JMeter,1
7248,$$$Empty Message$$$,error,JMeter,0
7249,$$$Empty Message$$$,error,JMeter,0
7250,$$$Empty Message$$$,error,JMeter,0
7251,$$$Empty Message$$$,error,JMeter,0
7252,$$$Empty Message$$$,error,JMeter,0
7253,$$$Empty Message$$$,error,JMeter,0
7255,$$$Empty Message$$$,info,JMeter,1
7257,$$$Empty Message$$$,error,JMeter,0
7258,$$$Empty Message$$$,error,JMeter,0
7260,$$$Empty Message$$$,info,JMeter,1
7262,$$$Empty Message$$$,error,JMeter,0
7273,"Error filtering class *, it will be ignored",error,JMeter,0
7274,caught exception,info,JMeter,1
7275,caught exception,info,JMeter,1
7277,Trying to find constructor with one String parameter returned error: *,info,JMeter,1
7278,Trying to find empty constructor returned error: *,info,JMeter,1
7279,No empty constructor nor string constructor found for class:*,error,JMeter,0
7280,Error instantiating class:*:*,error,JMeter,0
7283,prov_url= *,info,JMeter,1
7284,Cannot disconnect null context,info,JMeter,1
7288,Ldap client - ,error,JMeter,0
7289,Ldap client - ,error,JMeter,0
7292,context and LdapExtClients removed,info,JMeter,1
7295,load local truststore - try to load truststore from: ,info,JMeter,1
7296,load local truststore -Failed to load truststore from: ,info,JMeter,1
7297,load local truststore -Attempting to read truststore from:  ,info,JMeter,1
7298,"load local truststore -Failed to load truststore from:  | . Local truststore not available, aborting execution.",info,JMeter,1
7308,load local truststore - try to load truststore from: *,info,JMeter,1
7309,load local truststore -Failed to load truststore from: *,info,JMeter,1
7310,load local truststore -Attempting to read truststore from: *,info,JMeter,1
7311,"load local truststore -Failed to load truststore from: *. Local truststore not available, aborting execution.",info,JMeter,1
7312,Problem setting ssl/tls protocols for mail,error,JMeter,0
7313,Using ssl/tls protocols for mail: *,info,JMeter,1
7338,Error parsing timeout field value:,error,JMeter,0
7339,Using eomByte=*,info,JMeter,1
7354,Could not find protocol class '*',error,JMeter,0
7355,Using eolByte=*,info,JMeter,1
7357,* Exception creating: * ,error,JMeter,0
7359,$$$Empty Message$$$,error,JMeter,0
7360,$$$Empty Message$$$,error,JMeter,0
7366,Using eolByte=*,info,JMeter,1
7367,Using platform default charset:*,info,JMeter,1
7368,Using charset:*,info,JMeter,1
7372,Conversation * has expired for *,info,wicket,1
7374,Unable to restore conversation with id *,info,wicket,1
7384,Conversation * has expired for *,info,wicket,1
7392,Conversation * has expired for *,info,wicket,1
7403,Exception getting size for component ,error,wicket,0
7406,Error while cleaning up after exception,error,wicket,0
7409,Component is not connected to a Page. Cannot register the component as being rendered. Component: ,error,wicket,0
7415,[*] destroy: *,info,wicket,1
7416,[*] init: *,info,wicket,1
7417,[*] init: *,info,wicket,1
7419,An error occurred while handling a previous error: ,error,wicket,0
7420,unexpected exception when handling another exception: ,error,wicket,0
7423,Unexpected error occurred,error,wicket,0
7424,component not enabled or visible; ignoring call. Component: ,info,wicket,1
7426,registered listener interface ,info,wicket,1
7430,$$$Empty Message$$$,error,wicket,0
7440,Watching changes of class ,info,wicket,1
7441,"Class file  |  has changed, reloading",info,wicket,1
7442,Could not notify listener,error,wicket,0
7445,"Error decrypting login cookie: *. The cookie will be deleted. Possible cause is that a session-relative encryption key was used to encrypt this cookie while this decryption attempt is happening in a different session, eg user coming back to the application after session expiration",info,wicket,1
7447,component not enabled or visible; ignoring call. Component: ,info,wicket,1
7450,Error decrypting URL,error,wicket,0
7451,Error decrypting encrypted request listener query parameter,error,wicket,0
7466,using  |  for calculating object sizes,info,wicket,1
7491,Markup not found: ,error,wicket,0
7492,Markup not found: ,error,wicket,0
7493,Error while reading the markup ,error,wicket,0
7494,Error while reading the markup ,error,wicket,0
7495,Error while reading the markup ,error,wicket,0
7504,header/body check throws exception,error,wicket,0
7505,^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,wicket,0
7506,You probably forgot to add a <body> or <head> tag to your markup since no Header Container was \n | found but components were found which want to write to the <head> section.\n,error,wicket,0
7507,^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,wicket,0
7518,$$$Empty Message$$$,error,wicket,0
7542,$$$Empty Message$$$,error,wicket,0
7546,$$$Empty Message$$$,error,wicket,0
7556,Couldn't load DiskDataStore index from file  | .,error,wicket,0
7557,Couldn't write DiskDataStore index to file  | .,error,wicket,0
7558,Error writing to a channel ,error,wicket,0
7560,Error reading from file channel ,error,wicket,0
7561,$$$Empty Message$$$,error,wicket,0
7565,$$$Empty Message$$$,error,wicket,0
7570,$$$Empty Message$$$,error,wicket,0
7575,Cannot store the data for page with id '*' in session with id '*',error,wicket,0
7577,Exception while determining the size of the session in the request logger: ,error,wicket,0
7589,"Possible CSRF attack, request URL: *, Origin: *, action: allowed",info,wicket,1
7590,"Possible CSRF attack, request URL: *, Origin: *, action: suppressed",info,wicket,1
7591,"Possible CSRF attack, request URL: *, Origin: *, action: aborted with error * *",info,wicket,1
7593,$$$Empty Message$$$,info,wicket,1
7594,"storeBufferedResponse needs a valid session id to store the response, but a null one was found. Please report the problem to dev team and try to reproduce it in a quickstart project.",error,wicket,0
7595,$$$Empty Message$$$,info,wicket,1
7598,The initialization of an application with name '%s' has failed.,error,wicket,0
7599,Unable to destroy after initialization failure,error,wicket,0
7601,Unexpected markup found:  | ...,error,wicket,0
7602,Found tag < | /> was expected to have  |  child elements,error,wicket,0
7603,Found closing tag </ | > when there are no  | tags currently open,error,wicket,0
7604,Found closing tag </ | > when we expecting  | the closing tag </ | > instead,error,wicket,0
7605,Found closing tag </ | > but we were  | expecting to find another child element: ,error,wicket,0
7606,Unexpected parsing error,error,wicket,0
7607,Found comment ' | ' does not match  | expected comment ' | ',error,wicket,0
7608,Found comment ' | ' was not expected.  | We were expecting: ,error,wicket,0
7609,Found comment ' | ' was not expected.  | We were not expecting any more elements within the current tag,error,wicket,0
7610,Found tag < | > does not match  | expected tag < | >,error,wicket,0
7611,Tag < | > was expected to have a ' | ' attribute  | but this was not present,error,wicket,0
7612,Attribute  |  was expected but not found,error,wicket,0
7613,The value ' | ' of attribute ' | ' of tag < | > was expected to match the pattern ' | ' but it does not,error,wicket,0
7614,Tag < | > should not have an attributed named ' | ',error,wicket,0
7615,Found tag < | > was not expected.  | We were expecting: ,error,wicket,0
7616,Found tag < | > was not expected.  | We were not expecting any more elements within the current tag,error,wicket,0
7617,Found text ' | ' does not match  | expected text ' | ',error,wicket,0
7618,Found text ' | ' was not expected.  | We were expecting: ,error,wicket,0
7619,Found text ' | ' was not expected.  | We were not expecting any more elements within the current tag,error,wicket,0
7621,$$$Empty Message$$$,error,wicket,0
7622,$$$Empty Message$$$,error,wicket,0
7623,$$$Empty Message$$$,info,wicket,1
7624,$$$Empty Message$$$,error,wicket,0
7634,Error during request processing. URL=,error,wicket,0
7635,Exception retry count exceeded,error,wicket,0
7639,Exception occurred during onEndRequest,error,wicket,0
7640,Error detaching RequestCycle,error,wicket,0
7646,Error while compressing the content,error,wicket,0
7649,Couldn't close ResourceStream,error,wicket,0
7652,A resource with name '*' contains the version prefix '*' so the un-decoration will not work. Either use a different version prefix or rename this resource.,error,wicket,0
7657,A properties files has changed. Removing all entries  | from the cache. Resource: ,info,wicket,1
7658,PropertiesReloadListener has thrown an exception: ,error,wicket,0
7665,ms server time taken for request  |  response size: ,info,wicket,1
7666,ms server time taken for request  |  response size: ,info,wicket,1
7671,Error serializing object  |  [object= | ],error,wicket,0
7674,error writing object  | : ,error,wicket,0
7683,$$$Empty Message$$$,error,wicket,0
7684,.onSubmit,info,wicket,1
7685,.onError,info,wicket,1
7687,Detaching conversational counter,info,wicket,1
7688,Detaching application counter,info,wicket,1
7690,Unable to read resource stream for:  | ; Page=,error,wicket,0
7693,key: * is null.,error,wicket,0
7694,user is trying to access class: * which is not in the scope of org.apache.wicket.examples,error,wicket,0
7695,Error loading image,error,wicket,0
7696,Error loading image,error,wicket,0
7697,$$$Empty Message$$$,info,wicket,1
7704,$$$Empty Message$$$,error,wicket,0
7706,unable to find mbean server with agent id ,error,wicket,0
7708,unable to find mbean server of type '*',error,wicket,0
7709,registering Wicket mbeans with server '*',info,wicket,1
7711,An error occurred during processing of a WebSocket message,error,wicket,0
7713,An error occurred while pushing text message.,error,wicket,0
7715,An error occurred while pushing binary message.,error,wicket,0
7717,An error occurred while writing response to WebSocket client.,error,wicket,0
7718,An error occurred while resetting the binary content,error,wicket,0
7726,An error occurred while closing WebSocket session,error,wicket,0
7728,An error occurred in web socket connection with id : ,error,wicket,0
7729,An error occurred while calculating the size of object: ,error,wicket,0
7731,Error detaching RequestHandler,error,wicket,0
7738,Unable to encrypt text ' | ',error,wicket,0
7739,Unable to encrypt text ' | ',error,wicket,0
7740,using encryption/decryption object *,info,wicket,1
7754,Incomplete trailing escape (%) pattern in '%s'. The escape character (%) will be ignored.,info,wicket,1
7755,Illegal hex characters in escape (%) pattern in '*'. The escape character (%) will be ignored. NumberFormatException: * ,info,wicket,1
7756,Error reading servlet/filter path from web.xml,error,wicket,0
7757,Couldn't read web.xml to automatically pick up servlet/filter path: ,info,wicket,1
7759,$$$Empty Message$$$,info,wicket,1
7760,Failed to create directory: ,error,wicket,0
7766,Error invoking listener: ,error,wicket,0
7767,Error invoking listener: ,error,wicket,0
7778,Unhandled exception thrown by user code in task ,error,wicket,0
7780,Task '*' terminated,error,wicket,0
7781,Cannot track modifications to resource '*',info,wicket,1
7782,Initialized Velocity successfully,info,wicket,1
7783,$$$Empty Message$$$,error,wicket,0
7784,$$$Empty Message$$$,error,wicket,0
7785,(Re)initializing * (validity period/update interval/max entries) (*/*/*),info,cassandra,1
7789,Converting legacy permissions data,info,cassandra,1
7790,Completed conversion of legacy permissions,info,cassandra,1
7791,Unable to complete conversion of legacy permissions data (perhaps not enough nodes are upgraded yet). Conversion should not be considered complete,info,cassandra,1
7793,No CallbackHandler available for authentication,info,cassandra,1
7794,Unexpected exception processing authentication callbacks,info,cassandra,1
7796,Created default superuser role '*'cassandra,info,cassandra,1
7799,"Setup task failed with error, rescheduling",info,cassandra,1
7800,Converting legacy users,info,cassandra,1
7801,Completed conversion of legacy users,info,cassandra,1
7802,Migrating legacy credentials data to new system table,info,cassandra,1
7803,Completed conversion of legacy credentials,info,cassandra,1
7804,Unable to complete conversion of legacy auth data (perhaps not enough nodes are upgraded yet). Conversion should not be considered complete,info,cassandra,1
7806,"Configuration options credentials_update_interval_in_ms, credentials_validity_in_ms and credentials_cache_max_entries may not be applicable for the configured authenticator (*)",info,cassandra,1
7828,Migrating legacy batchlog to new storage,info,cassandra,1
7831,Failed to convert mutation * at timestamp *,error,cassandra,0
7834,reading saved cache *,info,cassandra,1
7836,Unable to rename * to *,error,cassandra,0
7837,Unable to rename * to *,error,cassandra,0
7840,Error in ThreadPoolExecutor,error,cassandra,0
7842,"Failed to execute task, unexpected exception killed worker: *",error,cassandra,0
7843,Unexpected exception killed worker: *,error,cassandra,0
7845,"Interrupted while executing *, but not shutdown; continuing with loop",error,cassandra,0
7846,"Exception thrown by runnable, continuing with loop",error,cassandra,0
7848,Node configuration:[*],info,cassandra,1
7849,Configuration location: *,info,cassandra,1
7856,Global memtable on-heap threshold is enabled at *MB,info,cassandra,1
7857,"Global memtable off-heap threshold is disabled, HeapAllocator will be used instead",info,cassandra,1
7858,Global memtable off-heap threshold is enabled at *MB,info,cassandra,1
7863,cdc_enabled is true. Starting casssandra node with Change-Data-Capture enabled.,info,cassandra,1
7870,Back-pressure is * with strategy *.,info,cassandra,1
7875,Preloaded * prepared statements,info,cassandra,1
7881,Failed to compile function '*' for language *: ,info,cassandra,1
7892,Dropping trigger with name *,info,cassandra,1
7894,Adding trigger with name * and class *,info,cassandra,1
7897, (see batch_size_fail_threshold_in_kb),error,cassandra,0
7907,"Detected version upgrade from * to *, snapshotting system keyspace",info,cassandra,1
7916,"Couldn't find a defined index on *.* with the id *. If an index was just created, this is likely due to the schema not being fully propagated. Local read will proceed without using the index. Please wait for schema agreement after index creation.",info,cassandra,1
7917,Error in truncation,error,cassandra,0
7921,Attempting to mutate non-existant table * (*.*),error,cassandra,0
7923,adding secondary index table * to operation,info,cassandra,1
7924,Not a directory *,error,cassandra,0
7925,Doesn't have execute permissions for * directory,error,cassandra,0
7926,Doesn't have read permissions for * directory,error,cassandra,0
7927,Doesn't have write permissions for * directory,error,cassandra,0
7928,Failed to create * directory,error,cassandra,0
7934,Could not calculate the size of *. *,error,cassandra,0
7937,Could not set new local compaction strategy,error,cassandra,0
7939,Loading new SSTables for */*...,info,cassandra,1
7940,"Cannot read sstable *; other IO error, skipping table",error,cassandra,0
7941,Renaming new SSTable * to *,info,cassandra,1
7942,Corrupt sstable *; skipping table,error,cassandra,0
7943,"Cannot read sstable *; file system error, skipping table",error,cassandra,0
7944,"Cannot read sstable *; other IO error, skipping table",error,cassandra,0
7945,No new SSTables were found for */*,info,cassandra,1
7946,Loading new SSTables and building secondary indexes for */*: *,info,cassandra,1
7947,Done loading load new SSTables for */*,info,cassandra,1
7948,User Requested secondary index re-build for */* indexes: *,info,cassandra,1
7957,Truncating *.*,info,cassandra,1
7960,Truncate of *.* is complete,info,cassandra,1
7970,Restore point in time is before latest truncation of table *.*. Clearing truncation record.,info,cassandra,1
7974,Ignoring commit log replay error likely due to incomplete flush to disk,error,cassandra,0
7975,Ignoring commit log replay error,error,cassandra,0
7976,"Replay stopped. If you wish to override this error and continue starting the node ignoring commit log replay problems, specify -Dcassandra.commitlog.ignorereplayerrors=true on the command line",error,cassandra,0
7977,Failed to force-recycle all segments; at least one segment is still in use with dirty CFs.,error,cassandra,0
7978,Failed waiting for a forced recycle of in-use commit log segments,error,cassandra,0
7988,$$$Empty Message$$$,error,cassandra,0
7991,"Looks like the archiving of file * failed earlier, cassandra is going to ignore this segment for now.",error,cassandra,0
7994,Skipping playback of empty log: *,info,cassandra,1
8009,Bootstrapping - doing STCS in L0,info,cassandra,1
8015,Adding high-level (L*) * to candidates,info,cassandra,1
8026,Interrupted while waiting for tasks to be terminated,error,cassandra,0
8030,Partitioner does not support splitting,info,cassandra,1
8031,Relocate cannot run before a node has joined the ring,info,cassandra,1
8033,Major compaction will not result in a single sstable - repaired and unrepaired data is kept separate and compaction runs per data_file_directory.,info,cassandra,1
8034,"Compaction executor has shut down, not submitting task",info,cassandra,1
8037,Cleanup cannot run before a node has joined the ring,error,cassandra,0
8039,forceUserDefinedCleanup failed: *,error,cassandra,0
8040,Will not compact *: it is not an active sstable,info,cassandra,1
8041,No files to compact for user defined compaction,info,cassandra,1
8044,Could not reference sstables,error,cassandra,0
8045,Performing anticompaction on * sstables,info,cassandra,1
8046,$$$Empty Message$$$,info,cassandra,1
8047,"No valid anticompactions for this group, All sstables were compacted and are no longer available",info,cassandra,1
8048,Anticompacting *,info,cassandra,1
8050,Error anticompacting ,error,cassandra,0
8052,"Compaction executor has shut down, not submitting index build",info,cassandra,1
8053,$$$Empty Message$$$,info,cassandra,1
8056,"Executor has been shut down, not submitting *",info,cassandra,1
8057,"Executor has shut down, could not submit *",info,cassandra,1
8058,Failed to submit *,error,cassandra,0
8067,Compaction space check is disabled,info,cassandra,1
8079,Switching local compaction strategy from * to *},info,cassandra,1
8099,Failed to read records for transaction log *,error,cassandra,0
8104,"Mismatched line in file *: got '*' expected '*', giving up",error,cassandra,0
8106,"Mismatched line in file *: got '*' expected '*', giving up",error,cassandra,0
8107,Failed to add record '*' to some replicas '*',error,cassandra,0
8112,"Unable to delete * as it does not exist, see debug log file for stack trace",error,cassandra,0
8114,Unable to delete *,error,cassandra,0
8116,"Transaction log * indicates txn was not completed, trying to abort it now",error,cassandra,0
8117,Failed to abort transaction log *,error,cassandra,0
8118,"Failed deleting files for transaction log *, we'll retry after GC and on on server restart",info,cassandra,1
8120,SSTableTidier ran with no existing data file for an sstable that was not new,error,cassandra,0
8121,"Failed deletion for *, we'll retry after GC and on server restart",error,cassandra,0
8122,Failed to complete file transaction id *,error,cassandra,0
8123,Failed to remove unfinished transaction leftovers for transaction log *,error,cassandra,0
8124,Unexpected disk state: failed to read transaction log *,error,cassandra,0
8126,Failed with [*] when decoding the byte buffer in ByteBufferUtil.string(),error,cassandra,0
8127,"Failed to parse value string ""*"" with exception: [*]",error,cassandra,0
8129,"Scheduling monitoring task with report interval of * ms, max operations *",info,cassandra,1
8132,"Some operations were slow, details available at debug level (debug.log)",info,cassandra,1
8134,"[*] Logging iterator on *.*, partition key=*, reversed=*",info,cassandra,1
8135,[*] *,info,cassandra,1
8136,[*] *,info,cassandra,1
8137,"[*] Logging iterator on *.*, partition key=*, reversed=*, deletion=*",info,cassandra,1
8138,[*] *,info,cassandra,1
8139,[*] *,info,cassandra,1
8140,[*] *,info,cassandra,1
8143,Not submitting build tasks for views in keyspace * as storage service is not initialized,info,cassandra,1
8158,tokens manually specified as *,info,cassandra,1
8159,Generated random tokens. tokens are *,info,cassandra,1
8163,Some ranges of * are already available. Skipping streaming those ranges.,info,cassandra,1
8169,Using NoReplicationTokenAllocator.,info,cassandra,1
8170,Using ReplicationAwareTokenAllocator.,info,cassandra,1
8181,Gossip error,error,cassandra,0
8184,"removed * from seeds, updated seeds list = *",info,cassandra,1
8188,Removing host: *,info,cassandra,1
8189,Sleeping for *ms to ensure * does not change,info,cassandra,1
8190,Advertising removal for *,info,cassandra,1
8191,Completing removal of *,info,cassandra,1
8194,Sleeping for *ms to ensure * does not change,info,cassandra,1
8201,"FatClient * has been silent for *ms, removing from gossip",info,cassandra,1
8210,InetAddress * is now UP,info,cassandra,1
8213,InetAddress * is now DOWN,info,cassandra,1
8215,"Node * has restarted, now UP",info,cassandra,1
8216,Node * is now part of the cluster,info,cassandra,1
8225,There is at least one 3.0 node in the cluster - will store and announce compatible schema version,info,cassandra,1
8234,Announcing shutdown,info,cassandra,1
8241,Waiting for gossip to settle...,info,cassandra,1
8243,Gossip not settled after * polls.,info,cassandra,1
8245,Gossip settled after * extra polls; proceeding,info,cassandra,1
8246,No gossip backlog; proceeding,info,cassandra,1
8257,Overriding FD INITIAL_VALUE to *ms,info,cassandra,1
8258,Unknown endpoint:  | ,error,cassandra,0
8268,Overriding FD MAX_INTERVAL to *ms,info,cassandra,1
8270,failed to connect to any initial addresses,error,cassandra,0
8271,$$$Empty Message$$$,error,cassandra,0
8287,Deleted hint file *,info,cassandra,1
8288,Failed to delete hint file *,error,cassandra,0
8289,Transferring all hints to *: *,info,cassandra,1
8291,Transferring all hints to *: *,info,cassandra,1
8292,Failed to transfer all hints to *: *,error,cassandra,0
8293,Failed to dispatch hints file *: file is corrupted (*),error,cassandra,0
8295,Finished hinted handoff of file * to endpoint *: *,info,cassandra,1
8296,"Finished hinted handoff of file * to endpoint *: *, partially",info,cassandra,1
8297,Finished converting hints file *,info,cassandra,1
8302,Failed to deserialize hints descriptor *,error,cassandra,0
8303,Paused hints dispatch,info,cassandra,1
8304,Resumed hints dispatch,info,cassandra,1
8305,Migrating legacy hints to new storage,info,cassandra,1
8306,Forcing a major compaction of *.* tablesystemhints,info,cassandra,1
8307,Writing legacy hints to the new storage,info,cassandra,1
8308,Truncating *.* tablesystemhints,info,cassandra,1
8309,Failed to migrate a hint for * from legacy *.* tablesystemhints,error,cassandra,0
8316,No defined indexes with the supplied names: *,info,cassandra,1
8317,Index build of * complete,info,cassandra,1
8318,Executing pre-join* tasks for: *,info,cassandra,1
8324,failed to flush indexes: * because flush task is missing.,error,cassandra,0
8328,"No SSTable data for *.* to build index * from, marking empty index as built",info,cassandra,1
8329,Submitting index build of * for data in *,info,cassandra,1
8330,Index build of * complete,info,cassandra,1
8332,Search Concurrency Factor is set to * for *,info,cassandra,1
8333,Failed to deserialize value with ,error,cassandra,0
8334,Failed to get stemmer constructor,error,cassandra,0
8336,An unhandled exception to occurred while processing pipeline [*],info,cassandra,1
8337,Failed to populate Stop Words Cache for language [*],error,cassandra,0
8338,Failed to retrieve Stop Terms resource for language [*],error,cassandra,0
8339,Failed to create new instance of analyzer with class [*],error,cassandra,0
8340,Failed to find specified analyzer class [*]. Falling back to default analyzer,error,cassandra,0
8341,"failed to parse * option, defaulting to 'false'.is_literal",error,cassandra,0
8342,"SSTableIndex.open(column: *, minTerm: *, maxTerm: *, minKey: *, maxKey: *, sstable: *)",info,cassandra,1
8343,"Can't open index file at  | , skipping.",error,cassandra,0
8344,"Rejecting value (size *, maximum *) for column * (analyzed *) at * SSTable.",info,cassandra,1
8345,"(*) Failed to add * to index for key: *, value size was *, validator is *.",info,cassandra,1
8346,Scheduling index flush to *,info,cassandra,1
8347,"Rejecting value (value size *, maximum size *).",error,cassandra,0
8348,"Can't add column * to index for key: *, value size *, validator: *.",error,cassandra,0
8349,"Can't add term of column * to index for key: *, term size *, max allowed size *, use analyzed = true (if not yet set) for that column.",info,cassandra,1
8350,"Can't cast value for * to size accepted by *, value size is *.",error,cassandra,0
8352,Redistributing index summaries,info,cassandra,1
