index,log_messages,log_level,label,lemmas,pos,tag,dep,alpha,stop
10151,generating * listener,info,0.0,generate * listener,VERB SYM NOUN,VBG SYM NN,amod punct ROOT,2,0
10362,deleting * job,info,0.0,delete * job,VERB SYM NOUN,VBG SYM NN,amod punct ROOT,2,0
10597,scaling * replicas,info,0.0,scale * replica,VERB SYM NOUN,VBG SYM NNS,nmod punct ROOT,2,0
2629,failed transfer file from taskexecutor *,error,0.0,fail transfer file from taskexecutor *,VERB NOUN NOUN ADP NOUN PUNCT,VBN NN NN IN NN NFP,amod compound ROOT prep pobj punct,5,1
3034,failed parse process from line *,error,0.0,fail parse process from line *,VERB NOUN NOUN ADP NOUN PUNCT,VBN NN NN IN NN NFP,ROOT compound dobj prep pobj punct,5,1
7036,starting kafka cluster with settings *,info,0.0,start kafka cluster with setting *,VERB NOUN NOUN ADP NOUN PUNCT,VBG NN NN IN NNS .,ROOT compound dobj prep pobj punct,5,1
9217,sending stdout content through logger *,info,0.0,send stdout content through logger *,VERB NOUN NOUN ADP NOUN PUNCT,VBG NN NN IN NN NFP,ROOT compound dobj prep pobj punct,5,1
9315,stopping checkpoint coordinator for job *,info,0.0,stop checkpoint coordinator for job *,VERB NOUN NOUN ADP NOUN PUNCT,VBG NN NN IN NN NFP,ROOT compound dobj prep pobj punct,5,1
9318,skipped checkpoint state for operator *,info,0.0,skip checkpoint state for operator *,VERB NOUN NOUN ADP NOUN PUNCT,VBN NN NN IN NN NFP,amod compound ROOT prep pobj punct,5,1
9323,skipping savepoint state for operator *,info,0.0,skip savepoint state for operator *,VERB NOUN NOUN ADP NOUN PUNCT,VBG NN NN IN NN NFP,ROOT compound dobj prep pobj punct,5,1
9333,starting split enumerator for source *,info,0.0,start split enumerator for source *,VERB NOUN NOUN ADP NOUN PUNCT,VBG NN NN IN NN NFP,ROOT compound dobj prep pobj punct,5,1
9359,loading jar files for task *,info,0.0,load jar file for task *,VERB NOUN NOUN ADP NOUN PUNCT,VBG NN NNS IN NN NFP,ROOT compound dobj prep pobj punct,5,1
9702,pinging elasticsearch cluster via hosts *,info,0.0,ping elasticsearch cluster via host *,VERB NOUN NOUN ADP NOUN PUNCT,VBG NN NN IN NNS .,ROOT compound dobj prep pobj punct,5,1
10097,testing envvars configuration for container *,info,0.0,test envvar configuration for container *,VERB NOUN NOUN ADP NOUN PUNCT,VBG NNS NN IN NN NFP,ROOT compound dobj prep pobj punct,5,1
10306,check kafka certificate for port *,info,0.0,check kafka certificate for port *,VERB NOUN NOUN ADP NOUN PUNCT,VB NN NN IN NN NFP,ROOT compound dobj prep pobj punct,5,1
10307,check zookeeper certificate for port *,info,0.0,check zookeeper certificate for port *,VERB NOUN NOUN ADP NOUN PUNCT,VB NN NN IN NN .,ROOT compound dobj prep pobj punct,5,1
10785,creating producer client for task *,info,0.0,create producer client for task *,VERB NOUN NOUN ADP NOUN PUNCT,VBG NN NN IN NN NFP,ROOT compound dobj prep pobj punct,5,1
1712,ignoring commit log replay error,error,0.0,ignore commit log replay error,VERB NOUN NOUN NOUN NOUN,VBG NN NN NN NN,ROOT nmod compound compound dobj,5,0
1992,failed parse acl tag cell,error,0.0,fail parse acl tag cell,VERB NOUN NOUN NOUN NOUN,VBN NN NN NN NN,amod compound compound compound ROOT,5,0
2015,failed sideline hfilelink backreference file,error,0.0,fail sideline hfilelink backreference file,VERB NOUN NOUN NOUN NOUN,VBN NN NN NN NN,amod compound compound compound ROOT,5,0
2071,failed read stream replication entries,error,0.0,fail read stream replication entry,VERB NOUN NOUN NOUN NOUN,VBN NN NN NN NNS,amod compound compound compound ROOT,5,0
2525,failed send data influxdb server,error,0.0,fail send datum influxdb server,VERB NOUN NOUN NOUN NOUN,VBN NN NNS NN NN,amod compound compound compound ROOT,5,0
2911,failed write connector configuration kafka,error,0.0,fail write connector configuration kafka,VERB NOUN NOUN NOUN NOUN,VBN NN NN NN NN,amod compound compound compound ROOT,5,0
2960,failed transition connector target state,error,0.0,fail transition connector target state,VERB NOUN NOUN NOUN NOUN,VBN NN NN NN NN,amod compound compound compound ROOT,5,0
7716,done migrating table group info,info,0.0,do migrating table group info,VERB NOUN NOUN NOUN NOUN,VBN NN NN NN NN,amod dep compound compound ROOT,5,1
7723,received peer change event peerid,info,0.0,receive peer change event peerid,VERB NOUN NOUN NOUN NOUN,VBN NN NN NN NN,ROOT compound dobj dep dep,5,0
8153,dumping contents hbase quota table,info,0.0,dump content hbase quota table,VERB NOUN NOUN NOUN NOUN,VBG NNS NN NN NN,amod compound compound compound ROOT,5,0
8614,started region server backup manager,info,0.0,start region server backup manager,VERB NOUN NOUN NOUN NOUN,VBD NN NN NN NN,ROOT compound compound compound dobj,5,0
8727,using tracking branch base branch,info,0.0,use tracking branch base branch,VERB NOUN NOUN NOUN NOUN,VBG NN NN NN NN,ROOT dobj dobj compound appos,5,1
8959,notifying test listeners end test,info,0.0,notify test listener end test,VERB NOUN NOUN NOUN NOUN,VBG NN NNS NN NN,ROOT compound dobj compound dobj,5,0
9002,retrying connection leak check server,info,0.0,retry connection leak check server,VERB NOUN NOUN NOUN NOUN,VBG NN NN NN NN,amod compound compound compound ROOT,5,0
9355,created blob cache storage directory,info,0.0,create blob cache storage directory,VERB NOUN NOUN NOUN NOUN,VBN NN NN NN NN,amod compound compound compound ROOT,5,0
9551,received sink socket server address,info,0.0,receive sink socket server address,VERB NOUN NOUN NOUN NOUN,VBN NN NN NN NN,amod compound compound compound ROOT,5,0
9704,initializing twitter streaming api connection,info,0.0,initialize twitter streaming api connection,VERB NOUN NOUN NOUN NOUN,VBG NN NN NN NN,ROOT compound compound compound dobj,5,0
9755,use flink parquet columnarrowdata reader,info,0.0,use flink parquet columnarrowdata reader,VERB NOUN NOUN NOUN NOUN,VB NN NN NN NN,ROOT nmod nmod compound dobj,5,0
9756,use flink orc columnarrowdata reader,info,0.0,use flink orc columnarrowdata reader,VERB NOUN NOUN NOUN NOUN,VB NN NN NN NN,ROOT nmod compound compound dobj,5,0
10189,check taskmax connect pods api,info,0.0,check taskmax connect pod api,VERB NOUN NOUN NOUN NOUN,VB NN NN NNS NN,ROOT compound compound compound dobj,5,0
10211,setting log level kafka info,info,0.0,set log level kafka info,VERB NOUN NOUN NOUN NOUN,VBG NN NN NN NN,ROOT compound compound compound dobj,5,0
10238,applying jaeger instance install files,info,0.0,apply jaeger instance install file,VERB NOUN NOUN NOUN NOUN,VBG NN NN NN NNS,ROOT compound compound compound dobj,5,0
10698,adding admin resources admin listener,info,0.0,add admin resource admin listener,VERB NOUN NOUN NOUN NOUN,VBG NN NNS NN NN,ROOT compound dobj compound dep,5,0
1936,lease listener null for lease,error,0.0,lease listener null for lease,NOUN NOUN NOUN ADP NOUN,NN NN NN IN NN,compound compound ROOT prep pobj,5,1
1993,error reading data from zookeeper,error,0.0,error reading datum from zookeeper,NOUN NOUN NOUN ADP NOUN,NN NN NNS IN NN,compound compound ROOT prep pobj,5,1
2064,mobfilecache exception happen during close,error,0.0,mobfilecache exception happen during close,NOUN NOUN NOUN ADP NOUN,NN NN NN IN NN,compound nsubj ROOT prep pobj,5,1
2444,problem loading properties from file,error,0.0,problem loading property from file,NOUN NOUN NOUN ADP NOUN,NN NN NNS IN NN,compound ROOT dobj prep pobj,5,1
2702,error closing cache for input,error,0.0,error closing cache for input,NOUN NOUN NOUN ADP NOUN,NN NN NN IN NN,compound compound ROOT prep pobj,5,1
9868,phase assert instances via v1beta1,info,0.0,phase assert instance via v1beta1,NOUN NOUN NOUN ADP NOUN,NN NN NNS IN NN,compound compound ROOT prep pobj,4,1
1733,migration task was interrupted,error,0.0,migration task be interrupt,NOUN NOUN AUX VERB,NN NN VBD VBN,compound nsubjpass auxpass ROOT,4,1
2018,overlap merges were interrupted,error,0.0,overlap merge be interrupt,NOUN NOUN AUX VERB,NN NNS VBD VBN,compound nsubjpass auxpass ROOT,4,1
2551,sql client must stop,error,0.0,sql client must stop,NOUN NOUN AUX VERB,NN NN MD VB,compound nsubj aux ROOT,4,1
7552,chaos monkeys are running,info,0.0,chaos monkey be run,NOUN NOUN AUX VERB,NN NNS VBP VBG,compound nsubj aux ROOT,4,1
7553,chaos monkeys are stopped,info,0.0,chaos monkey be stop,NOUN NOUN AUX VERB,NN NNS VBP VBN,compound nsubjpass auxpass ROOT,4,1
7635,lowreplication roller was enabled,info,0.0,lowreplication roller be enable,NOUN NOUN AUX VERB,NN NN VBD VBN,compound nsubjpass auxpass ROOT,4,1
9710,inputformat statement couldn closed,info,0.0,inputformat statement couldn close,NOUN NOUN AUX VERB,NN NN MD VBN,compound nsubj aux ROOT,4,0
9712,inputformat resultset couldn closed,info,0.0,inputformat resultset couldn close,NOUN NOUN AUX VERB,NN NN MD VBN,compound nsubj dep ROOT,4,0
10121,entity operator was deleted,info,0.0,entity operator be delete,NOUN NOUN AUX VERB,NN NN VBD VBN,compound nsubjpass auxpass ROOT,4,1
1890,error running command line tool,error,0.0,error running command line tool,NOUN NOUN NOUN NOUN NOUN,NN NN NN NN NN,nmod compound compound compound ROOT,5,0
1962,error parsing command line options,error,0.0,error parsing command line option,NOUN NOUN NOUN NOUN NOUN,NN NN NN NN NNS,compound compound compound compound ROOT,5,0
2311,error parsing timeout field value,error,0.0,error parsing timeout field value,NOUN NOUN NOUN NOUN NOUN,NN NN NN NN NN,compound compound compound compound ROOT,5,0
2455,problem closing files end test,error,0.0,problem closing file end test,NOUN NOUN NOUN NOUN NOUN,NN NN NNS NN NN,compound compound compound compound ROOT,5,0
2666,error running zookeeper quorum peer,error,0.0,error running zookeeper quorum peer,NOUN NOUN NOUN NOUN NOUN,NN NN NN NN NN,compound compound compound compound ROOT,5,0
2704,error closing block memory iterator,error,0.0,error closing block memory iterator,NOUN NOUN NOUN NOUN NOUN,NN NN NN NN NN,compound compound compound compound ROOT,5,0
8078,cache block get block failure,info,0.0,cache block get block failure,NOUN NOUN NOUN NOUN NOUN,NN NN NN NN NN,compound compound compound compound ROOT,5,1
8180,hbase master mob cleaner period,info,0.0,hbase master mob cleaner period,NOUN NOUN NOUN NOUN NOUN,NN NN NN NN NN,compound compound compound compound ROOT,5,0
10460,cruise control deployment state endpoint,info,0.0,cruise control deployment state endpoint,NOUN NOUN NOUN NOUN NOUN,NN NN NN NN NN,compound compound compound compound ROOT,5,0
10638,kafka connect standalone worker initializing,info,0.0,kafka connect standalone worker initializing,NOUN NOUN NOUN NOUN NOUN,NN NN NN NN NN,nmod dep amod compound ROOT,5,0
1669,uncaught exception thread *,error,0.0,uncaught exception thread *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
1806,unable sync directory *,error,0.0,unable sync directory *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
1812,uncaught exception thread *,error,0.0,uncaught exception thread *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
2177,corrupted mob reference *,error,0.0,corrupted mob reference *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
2344,uncaught exception thread *,error,0.0,uncaught exception thread *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
2480,invalid variables node *,error,0.0,invalid variable node *,ADJ NOUN NOUN PUNCT,JJ NNS NN NFP,amod compound ROOT punct,3,0
2795,unable parse arguments *,error,0.0,unable parse argument *,ADJ NOUN NOUN PUNCT,JJ NN NNS NFP,amod compound ROOT punct,3,0
7613,instantiating walprovider type *,info,0.0,instantiating walprovider type *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
7662,invalid table name *,info,0.0,invalid table name *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,1
7775,cleaner pool size *,info,0.0,clean pool size *,ADJ NOUN NOUN PUNCT,JJR NN NN NFP,amod compound ROOT punct,3,0
8784,maximum connection retries *,info,0.0,maximum connection retrie *,ADJ NOUN NOUN PUNCT,JJ NN NNS NFP,amod compound ROOT punct,3,0
8898,ssl session context *,info,0.0,ssl session context *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
9122,current working directory *,info,0.0,current working directory *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
9394,total process memory *,info,0.0,total process memory *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
9395,total flink memory *,info,0.0,total flink memory *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
9492,initial job submission *,info,0.0,initial job submission *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
10628,primary rest service *,info,0.0,primary rest service *,ADJ NOUN NOUN PUNCT,JJ NN NN NFP,amod compound ROOT punct,3,0
11014,total time millis *,info,0.0,total time milli *,ADJ NOUN NOUN PUNCT,JJ NN NNS NFP,amod compound ROOT punct,3,0
9338,resetting coordinator source * from checkpoint,info,0.0,reset coordinator source * from checkpoint,VERB NOUN NOUN PUNCT ADP NOUN,VBG NN NN NFP IN NN,amod compound ROOT punct prep pobj,5,1
9482,removed job graph * from zookeeper,info,0.0,remove job graph * from zookeeper,VERB NOUN NOUN PUNCT ADP NOUN,VBN NN NN NFP IN NN,amod compound ROOT punct prep pobj,5,1
9748,transforming hive function * into hivesimpleudf,info,0.0,transform hive function * into hivesimpleudf,VERB NOUN NOUN PUNCT ADP NOUN,VBG NN NN NFP IN NN,ROOT compound dobj punct prep pobj,5,1
9749,transforming hive function * into hivegenericudf,info,0.0,transform hive function * into hivegenericudf,VERB NOUN NOUN PUNCT ADP NOUN,VBG NN NN NFP IN NN,ROOT compound dobj punct prep pobj,5,1
9750,transforming hive function * into hivegenericudtf,info,0.0,transform hive function * into hivegenericudtf,VERB NOUN NOUN PUNCT ADP NOUN,VBG NN NN NFP IN NN,ROOT compound dobj punct prep pobj,5,1
10119,deleting kafka cluster * after test,info,0.0,delete kafka cluster * after test,VERB NOUN NOUN PUNCT ADP NOUN,VBG NN NN NFP IN NN,ROOT compound dobj punct prep pobj,5,1
1743,stopping transports disk_failure_policy,error,0.0,stop transport disk_failure_policy,VERB NOUN NOUN,VBG NNS NN,ROOT dobj dep,2,0
1817,failed lookup host,error,0.0,fail lookup host,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
1863,failed configure partitioner,error,0.0,fail configure partitioner,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
1893,failed load class,error,0.0,fail load class,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
1903,found exception thread,error,0.0,find exception thread,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
1911,failed start jmxconnectorserver,error,0.0,fail start jmxconnectorserver,VERB NOUN NOUN,VBN NN NN,amod ROOT dobj,3,0
1914,failed lookup status,error,0.0,fail lookup status,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
1926,failed load coprocessor,error,0.0,fail load coprocessor,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
1967,failed reading block,error,0.0,fail reading block,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
1970,failed syncing engine,error,0.0,fail syncing engine,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2043,failed start subprocedure,error,0.0,fail start subprocedure,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2081,failed shutdown minizookeepercluster,error,0.0,fail shutdown minizookeepercluster,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2113,failed wrap filesystem,error,0.0,fail wrap filesystem,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2183,move server error,error,0.0,move server error,VERB NOUN NOUN,VB NN NN,amod dobj ROOT,3,1
2194,failed warming region,error,0.0,fail warming region,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2226,interrupted emitting put,error,0.0,interrupt emitting put,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,1
2242,close wal iterator,error,0.0,close wal iterator,VERB NOUN NOUN,VB NN NN,ROOT compound dobj,3,0
2248,failed start zkserver,error,0.0,fail start zkserver,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2360,failed return sample,error,0.0,fail return sample,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2395,failed change parent,error,0.0,fail change parent,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2463,detected problem listener,error,0.0,detect problem listener,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2589,failed run historyserver,error,0.0,fail run historyserver,VERB NOUN NOUN,VBN NN NN,ROOT compound dobj,3,0
2593,failed serve file,error,0.0,fail serve file,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2633,failed archive job,error,0.0,fail archive job,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2665,failed stringify accumulator,error,0.0,fail stringify accumulator,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2774,failed parse uri,error,0.0,fail parse uri,VERB NOUN NOUN,VBN NN NN,ROOT compound dobj,3,0
2778,failed enumerate files,error,0.0,fail enumerate file,VERB NOUN NOUN,VBN NN NNS,amod amod ROOT,3,0
2866,failed register crds,error,0.0,fail register crd,VERB NOUN NOUN,VBN NN NNS,amod compound ROOT,3,0
2907,failed start connect,error,0.0,fail start connect,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2954,failed start restclient,error,0.0,fail start restclient,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
2959,failed start connector,error,0.0,fail start connector,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
6985,creating wiremock container,info,0.0,create wiremock container,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
6986,creating ldap container,info,0.0,create ldap container,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
6993,starting singleton container,info,0.0,start singleton container,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
7073,initializing sigar library,info,0.0,initialize sigar library,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
7115,redistributing index summaries,info,0.0,redistribute index summary,VERB NOUN NOUN,VBG NN NNS,ROOT compound dobj,3,0
7129,creating replication strategy,info,0.0,create replication strategy,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
7265,stopping audit logger,info,0.0,stop audit logger,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
7298,paused hints dispatch,info,0.0,pause hint dispatch,VERB NOUN NOUN,VBN NNS NN,amod compound ROOT,3,0
7299,resumed hints dispatch,info,0.0,resume hint dispatch,VERB NOUN NOUN,VBN NNS NN,amod compound ROOT,3,0
7358,setting wal durability,info,0.0,set wal durability,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
7385,reached end file,info,0.0,reach end file,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
7422,instantiating tableoutputformat connection,info,0.0,instantiate tableoutputformat connection,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
7535,launching worker thread,info,0.0,launch worker thread,VERB NOUN NOUN,VBG NN NN,amod compound ROOT,3,0
7546,running test testgenerateandload,info,0.0,run test testgenerateandload,VERB NOUN NOUN,VBG NN NN,ROOT dobj dobj,3,0
7576,running copier table,info,0.0,run copier table,VERB NOUN NOUN,VBG NN NN,compound compound ROOT,3,0
7591,checking permissions success,info,0.0,check permission success,VERB NOUN NOUN,VBG NNS NN,ROOT compound dobj,3,0
7594,checking permissions success,info,0.0,check permission success,VERB NOUN NOUN,VBG NNS NN,ROOT compound dobj,3,0
7595,load output dir,info,0.0,load output dir,VERB NOUN NOUN,VB NN NN,ROOT dobj intj,3,0
7596,verify output dir,info,0.0,verify output dir,VERB NOUN NOUN,VB NN NN,ROOT dobj dobj,3,0
7610,instantiating regiongroupingstrategy type,info,0.0,instantiate regiongroupingstrategy type,VERB NOUN NOUN,VBG NN NN,amod compound ROOT,3,0
7626,closing user regions,info,0.0,close user region,VERB NOUN NOUN,VBG NN NNS,amod compound ROOT,3,0
7660,created version file,info,0.0,create version file,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
7680,initializing quota support,info,0.0,initialize quota support,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
7695,trying load hfile,info,0.0,try load hfile,VERB NOUN NOUN,VBG NN NN,ROOT xcomp dobj,3,0
7746,starting zookeeper cluster,info,0.0,start zookeeper cluster,VERB NOUN NOUN,VBG NN NN,amod compound ROOT,3,0
7769,starting restore snapshot,info,0.0,start restore snapshot,VERB NOUN NOUN,VBG NN NN,ROOT dobj dobj,3,0
7780,stopping assignment manager,info,0.0,stop assignment manager,VERB NOUN NOUN,VBG NN NN,amod compound ROOT,3,0
7813,stopping region server,info,0.0,stop region server,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
7828,loading test table,info,0.0,load test table,VERB NOUN NOUN,VBG NN NN,compound compound ROOT,3,0
7858,finished test writers,info,0.0,finish test writer,VERB NOUN NOUN,VBN NN NNS,amod compound ROOT,3,0
7910,acquiring row lock,info,0.0,acquire row lock,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
7912,releasing row lock,info,0.0,release row lock,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
7941,added store file,info,0.0,add store file,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
7960,killing target server,info,0.0,kill target server,VERB NOUN NOUN,VBG NN NN,amod compound ROOT,3,0
7961,killing origin server,info,0.0,kill origin server,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8013,creating master node,info,0.0,create master node,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8016,setting read point,info,0.0,set read point,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8026,starting test testincrementmultithreads,info,0.0,start test testincrementmultithreads,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8029,starting test testappendmultithreads,info,0.0,start test testappendmultithreads,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8030,starting test testrowmutationmultithreads,info,0.0,start test testrowmutationmultithreads,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8031,starting test testmultirowmutationmultithreads,info,0.0,start test testmultirowmutationmultithreads,VERB NOUN NOUN,VBG NN NN,ROOT dobj dobj,3,0
8052,got status dump,info,0.0,got status dump,VERB NOUN NOUN,VBP NN NN,ROOT compound dobj,3,0
8065,checking edge cases,info,0.0,check edge case,VERB NOUN NOUN,VBG NN NNS,ROOT compound dobj,3,0
8083,interrupted exception error,info,0.0,interrupt exception error,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
8120,deleting hdfs data,info,0.0,delete hdf datum,VERB NOUN NOUN,VBG NNS NNS,amod compound ROOT,3,0
8140,starting zookeeper port,info,0.0,start zookeeper port,VERB NOUN NOUN,VBG NN NN,compound compound ROOT,3,0
8198,cleaning mob files,info,0.0,clean mob file,VERB NOUN NOUN,VBG NN NNS,ROOT compound dobj,3,0
8226,update peer config,info,0.0,update peer config,VERB NOUN NOUN,VB NN NN,ROOT compound dobj,3,0
8230,done loading table,info,0.0,do loading table,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,1
8281,adding region snapshot,info,0.0,add region snapshot,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8300,deleting master node,info,0.0,delete master node,VERB NOUN NOUN,VBG NN NN,amod compound ROOT,3,0
8320,creating orphan task,info,0.0,create orphan task,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8327,failed delete retrying,info,0.0,fail delete retrying,VERB NOUN NOUN,VBN NN NN,amod intj ROOT,3,0
8344,aborting region server,info,0.0,abort region server,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8372,running shutdown cluster,info,0.0,run shutdown cluster,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8375,restart data node,info,0.0,restart datum node,VERB NOUN NOUN,VB NNS NN,ROOT compound dobj,3,0
8378,submit scp procedurea,info,0.0,submit scp procedurea,VERB NOUN NOUN,VB NN NN,ROOT compound dobj,3,0
8399,stop region server,info,0.0,stop region server,VERB NOUN NOUN,VB NN NN,ROOT compound dobj,3,0
8400,kill region server,info,0.0,kill region server,VERB NOUN NOUN,VB NN NN,compound compound ROOT,3,0
8418,removing config value,info,0.0,remove config value,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8581,begin roll log,info,0.0,begin roll log,VERB NOUN NOUN,VB NN NN,ROOT dobj dobj,3,0
8696,setting znode acls,info,0.0,set znode acls,VERB NOUN NOUN,VBG NN NN,ROOT dobj dobj,3,0
8741,downloading java acc,info,0.0,download java acc,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8746,adding path spec,info,0.0,add path spec,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
8749,running command async,info,0.0,run command async,VERB NOUN NOUN,VBG NN NN,ROOT dobj dobj,3,0
8918,checking output folder,info,0.0,check output folder,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
9015,starting hbase cluster,info,0.0,start hbase cluster,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
9017,stopping hbase cluster,info,0.0,stop hbase cluster,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
9023,updating zookeeper properties,info,0.0,update zookeeper property,VERB NOUN NOUN,VBG NN NNS,ROOT compound dobj,3,0
9024,updating kafka properties,info,0.0,update kafka property,VERB NOUN NOUN,VBG NN NNS,ROOT compound dobj,3,0
9046,starting flink jobmanager,info,0.0,start flink jobmanager,VERB NOUN NOUN,VBG NN NN,amod compound ROOT,3,0
9047,starting flink taskmanager,info,0.0,start flink taskmanager,VERB NOUN NOUN,VBG NN NN,amod compound ROOT,3,0
9048,starting flink cluster,info,0.0,start flink cluster,VERB NOUN NOUN,VBG NN NN,compound compound ROOT,3,0
9050,stopping flink cluster,info,0.0,stop flink cluster,VERB NOUN NOUN,VBG NN NN,amod compound ROOT,3,0
9061,getting docker image,info,0.0,get docker image,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
9073,starting prometheus server,info,0.0,start prometheus server,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
9084,finish build phase,info,0.0,finish build phase,VERB NOUN NOUN,VB NN NN,amod compound ROOT,3,0
9086,finish rebuild phase,info,0.0,finish rebuild phase,VERB NOUN NOUN,VB NN NN,ROOT compound dobj,3,0
9116,adding user token,info,0.0,add user token,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
9147,initializing copy tasks,info,0.0,initialize copy task,VERB NOUN NOUN,VBG NN NNS,ROOT compound dobj,3,0
9169,stopped kdc server,info,0.0,stop kdc server,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
9220,stopping miniyarn cluster,info,0.0,stop miniyarn cluster,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
9221,stopping minidfs cluster,info,0.0,stop minidf cluster,VERB NOUN NOUN,VBG NNS NN,ROOT compound dobj,3,0
9236,starting history server,info,0.0,start history server,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
9238,stopping history server,info,0.0,stop history server,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
9240,stopped history server,info,0.0,stop history server,VERB NOUN NOUN,VBN NN NN,amod compound ROOT,3,0
9278,starting metrics registry,info,0.0,start metric registry,VERB NOUN NOUN,VBG NNS NN,amod compound ROOT,3,0
9279,starting rpc service,info,0.0,start rpc service,VERB NOUN NOUN,VBG NN NN,ROOT compound dobj,3,0
